PERSON_TYPE,PER,PURPOSE,QUANTITY,person_order
FULL-TIME WORKER,13,EATING OUT,868,1
FULL-TIME WORKER,13,ESCORT,10973,1
FULL-TIME WORKER,13,HOME,725841,1
FULL-TIME WORKER,13,MAINTENANCE,7386,1
FULL-TIME WORKER,13,SHOP,3172,1
FULL-TIME WORKER,13,VISITING,1167,1
FULL-TIME WORKER,13,WORK,387808,1
FULL-TIME WORKER,13,WORK-BASED,1749,1
FULL-TIME WORKER,14,DISCRETIONARY,9034,1
FULL-TIME WORKER,14,EATING OUT,791,1
FULL-TIME WORKER,14,ESCORT,22826,1
FULL-TIME WORKER,14,HOME,563859,1
FULL-TIME WORKER,14,MAINTENANCE,9223,1
FULL-TIME WORKER,14,SHOP,3139,1
FULL-TIME WORKER,14,VISITING,1185,1
FULL-TIME WORKER,14,WORK,534096,1
FULL-TIME WORKER,14,WORK-BASED,2508,1
FULL-TIME WORKER,15,DISCRETIONARY,10188,1
FULL-TIME WORKER,15,EATING OUT,766,1
FULL-TIME WORKER,15,ESCORT,22283,1
FULL-TIME WORKER,15,HOME,452395,1
FULL-TIME WORKER,15,MAINTENANCE,10657,1
FULL-TIME WORKER,15,SHOP,3412,1
FULL-TIME WORKER,15,VISITING,1458,1
FULL-TIME WORKER,15,WORK,641937,1
FULL-TIME WORKER,15,WORK-BASED,3565,1
FULL-TIME WORKER,16,DISCRETIONARY,11264,1
FULL-TIME WORKER,16,EATING OUT,780,1
FULL-TIME WORKER,16,ESCORT,14152,1
FULL-TIME WORKER,16,HOME,379550,1
FULL-TIME WORKER,16,MAINTENANCE,12174,1
FULL-TIME WORKER,16,SHOP,4154,1
FULL-TIME WORKER,16,VISITING,1942,1
FULL-TIME WORKER,16,WORK,717755,1
FULL-TIME WORKER,16,WORK-BASED,4890,1
FULL-TIME WORKER,17,DISCRETIONARY,12335,1
FULL-TIME WORKER,17,EATING OUT,805,1
FULL-TIME WORKER,17,ESCORT,6733,1
FULL-TIME WORKER,17,HOME,337485,1
FULL-TIME WORKER,17,MAINTENANCE,13917,1
FULL-TIME WORKER,17,SHOP,5621,1
FULL-TIME WORKER,17,VISITING,2610,1
FULL-TIME WORKER,17,WORK,760606,1
FULL-TIME WORKER,17,WORK-BASED,6549,1
FULL-TIME WORKER,18,DISCRETIONARY,13144,1
FULL-TIME WORKER,18,EATING OUT,860,1
FULL-TIME WORKER,18,ESCORT,5192,1
FULL-TIME WORKER,18,HOME,306143,1
FULL-TIME WORKER,18,MAINTENANCE,16050,1
FULL-TIME WORKER,18,SHOP,8313,1
FULL-TIME WORKER,18,VISITING,3260,1
FULL-TIME WORKER,18,WORK,785172,1
FULL-TIME WORKER,18,WORK-BASED,8527,1
FULL-TIME WORKER,19,DISCRETIONARY,12729,1
FULL-TIME WORKER,19,EATING OUT,994,1
FULL-TIME WORKER,19,ESCORT,4833,1
FULL-TIME WORKER,19,HOME,285339,1
FULL-TIME WORKER,19,MAINTENANCE,17778,1
FULL-TIME WORKER,19,SHOP,11428,1
FULL-TIME WORKER,19,VISITING,3838,1
FULL-TIME WORKER,19,WORK,798993,1
FULL-TIME WORKER,19,WORK-BASED,10729,1
FULL-TIME WORKER,20,DISCRETIONARY,12413,1
FULL-TIME WORKER,20,EATING OUT,1089,1
FULL-TIME WORKER,20,ESCORT,4840,1
FULL-TIME WORKER,20,HOME,266287,1
FULL-TIME WORKER,20,MAINTENANCE,18931,1
FULL-TIME WORKER,20,SHOP,14169,1
FULL-TIME WORKER,20,VISITING,4393,1
FULL-TIME WORKER,20,WORK,810965,1
FULL-TIME WORKER,20,WORK-BASED,13574,1
FULL-TIME WORKER,21,DISCRETIONARY,12090,1
FULL-TIME WORKER,21,EATING OUT,1833,1
FULL-TIME WORKER,21,ESCORT,4941,1
FULL-TIME WORKER,21,HOME,250783,1
FULL-TIME WORKER,21,MAINTENANCE,19179,1
FULL-TIME WORKER,21,SHOP,15164,1
FULL-TIME WORKER,21,VISITING,4773,1
FULL-TIME WORKER,21,WORK,820945,1
FULL-TIME WORKER,21,WORK-BASED,16953,1
FULL-TIME WORKER,22,DISCRETIONARY,11117,1
FULL-TIME WORKER,22,EATING OUT,2584,1
FULL-TIME WORKER,22,ESCORT,4946,1
FULL-TIME WORKER,22,HOME,227602,1
FULL-TIME WORKER,22,MAINTENANCE,18174,1
FULL-TIME WORKER,22,SHOP,14388,1
FULL-TIME WORKER,22,VISITING,5154,1
FULL-TIME WORKER,22,WORK,829022,1
FULL-TIME WORKER,22,WORK-BASED,33674,1
FULL-TIME WORKER,23,DISCRETIONARY,10442,1
FULL-TIME WORKER,23,EATING OUT,2816,1
FULL-TIME WORKER,23,ESCORT,5048,1
FULL-TIME WORKER,23,HOME,205240,1
FULL-TIME WORKER,23,MAINTENANCE,16793,1
FULL-TIME WORKER,23,SHOP,13035,1
FULL-TIME WORKER,23,VISITING,5579,1
FULL-TIME WORKER,23,WORK,835374,1
FULL-TIME WORKER,23,WORK-BASED,52334,1
FULL-TIME WORKER,24,DISCRETIONARY,9885,1
FULL-TIME WORKER,24,EATING OUT,2640,1
FULL-TIME WORKER,24,ESCORT,5272,1
FULL-TIME WORKER,24,HOME,201306,1
FULL-TIME WORKER,24,MAINTENANCE,15296,1
FULL-TIME WORKER,24,SHOP,12071,1
FULL-TIME WORKER,24,VISITING,5269,1
FULL-TIME WORKER,24,WORK,839519,1
FULL-TIME WORKER,24,WORK-BASED,55403,1
FULL-TIME WORKER,25,DISCRETIONARY,9444,1
FULL-TIME WORKER,25,EATING OUT,2194,1
FULL-TIME WORKER,25,ESCORT,5485,1
FULL-TIME WORKER,25,HOME,220571,1
FULL-TIME WORKER,25,MAINTENANCE,14463,1
FULL-TIME WORKER,25,SHOP,11704,1
FULL-TIME WORKER,25,VISITING,5042,1
FULL-TIME WORKER,25,WORK,841877,1
FULL-TIME WORKER,25,WORK-BASED,35881,1
FULL-TIME WORKER,26,DISCRETIONARY,9163,1
FULL-TIME WORKER,26,EATING OUT,1722,1
FULL-TIME WORKER,26,ESCORT,10122,1
FULL-TIME WORKER,26,HOME,232918,1
FULL-TIME WORKER,26,MAINTENANCE,13724,1
FULL-TIME WORKER,26,SHOP,11518,1
FULL-TIME WORKER,26,VISITING,4779,1
FULL-TIME WORKER,26,WORK,841121,1
FULL-TIME WORKER,26,WORK-BASED,21594,1
FULL-TIME WORKER,27,DISCRETIONARY,9040,1
FULL-TIME WORKER,27,EATING OUT,1271,1
FULL-TIME WORKER,27,ESCORT,17942,1
FULL-TIME WORKER,27,HOME,239547,1
FULL-TIME WORKER,27,MAINTENANCE,13065,1
FULL-TIME WORKER,27,SHOP,10563,1
FULL-TIME WORKER,27,VISITING,4478,1
FULL-TIME WORKER,27,WORK,836219,1
FULL-TIME WORKER,27,WORK-BASED,14536,1
FULL-TIME WORKER,28,DISCRETIONARY,8997,1
FULL-TIME WORKER,28,EATING OUT,1103,1
FULL-TIME WORKER,28,ESCORT,19984,1
FULL-TIME WORKER,28,HOME,253890,1
FULL-TIME WORKER,28,MAINTENANCE,12688,1
FULL-TIME WORKER,28,SHOP,10227,1
FULL-TIME WORKER,28,VISITING,4285,1
FULL-TIME WORKER,28,WORK,825134,1
FULL-TIME WORKER,28,WORK-BASED,10353,1
FULL-TIME WORKER,29,DISCRETIONARY,9288,1
FULL-TIME WORKER,29,EATING OUT,999,1
FULL-TIME WORKER,29,ESCORT,17687,1
FULL-TIME WORKER,29,HOME,276432,1
FULL-TIME WORKER,29,MAINTENANCE,12477,1
FULL-TIME WORKER,29,SHOP,10240,1
FULL-TIME WORKER,29,VISITING,4261,1
FULL-TIME WORKER,29,WORK,807313,1
FULL-TIME WORKER,29,WORK-BASED,7964,1
FULL-TIME WORKER,30,DISCRETIONARY,10973,1
FULL-TIME WORKER,30,EATING OUT,1245,1
FULL-TIME WORKER,30,ESCORT,11751,1
FULL-TIME WORKER,30,HOME,323081,1
FULL-TIME WORKER,30,MAINTENANCE,12544,1
FULL-TIME WORKER,30,SHOP,10585,1
FULL-TIME WORKER,30,VISITING,4445,1
FULL-TIME WORKER,30,WORK,765920,1
FULL-TIME WORKER,30,WORK-BASED,6117,1
FULL-TIME WORKER,31,DISCRETIONARY,13036,1
FULL-TIME WORKER,31,EATING OUT,2006,1
FULL-TIME WORKER,31,ESCORT,10723,1
FULL-TIME WORKER,31,HOME,372289,1
FULL-TIME WORKER,31,MAINTENANCE,12716,1
FULL-TIME WORKER,31,SHOP,11050,1
FULL-TIME WORKER,31,VISITING,4774,1
FULL-TIME WORKER,31,WORK,715334,1
FULL-TIME WORKER,31,WORK-BASED,4733,1
FULL-TIME WORKER,32,DISCRETIONARY,16364,1
FULL-TIME WORKER,32,EATING OUT,2643,1
FULL-TIME WORKER,32,ESCORT,8255,1
FULL-TIME WORKER,32,HOME,440209,1
FULL-TIME WORKER,32,MAINTENANCE,12724,1
FULL-TIME WORKER,32,SHOP,11398,1
FULL-TIME WORKER,32,VISITING,5207,1
FULL-TIME WORKER,32,WORK,646024,1
FULL-TIME WORKER,32,WORK-BASED,3837,1
FULL-TIME WORKER,33,DISCRETIONARY,19708,1
FULL-TIME WORKER,33,EATING OUT,4936,1
FULL-TIME WORKER,33,ESCORT,8111,1
FULL-TIME WORKER,33,HOME,533263,1
FULL-TIME WORKER,33,MAINTENANCE,14171,1
FULL-TIME WORKER,33,SHOP,11888,1
FULL-TIME WORKER,33,VISITING,5887,1
FULL-TIME WORKER,33,WORK,545467,1
FULL-TIME WORKER,33,WORK-BASED,3230,1
FULL-TIME WORKER,34,DISCRETIONARY,24629,1
FULL-TIME WORKER,34,EATING OUT,8360,1
FULL-TIME WORKER,34,ESCORT,8699,1
FULL-TIME WORKER,34,HOME,639573,1
FULL-TIME WORKER,34,MAINTENANCE,15728,1
FULL-TIME WORKER,34,SHOP,14482,1
FULL-TIME WORKER,34,VISITING,7745,1
FULL-TIME WORKER,34,WORK,424513,1
FULL-TIME WORKER,34,WORK-BASED,2932,1
FULL-TIME WORKER,35,DISCRETIONARY,31237,1
FULL-TIME WORKER,35,EATING OUT,12394,1
FULL-TIME WORKER,35,ESCORT,9302,1
FULL-TIME WORKER,35,HOME,724565,1
FULL-TIME WORKER,35,MAINTENANCE,19262,1
FULL-TIME WORKER,35,SHOP,16902,1
FULL-TIME WORKER,35,VISITING,11902,1
FULL-TIME WORKER,35,WORK,318288,1
FULL-TIME WORKER,35,WORK-BASED,2809,1
FULL-TIME WORKER,36,DISCRETIONARY,42729,1
FULL-TIME WORKER,36,EATING OUT,16261,1
FULL-TIME WORKER,36,ESCORT,9522,1
FULL-TIME WORKER,36,HOME,773030,1
FULL-TIME WORKER,36,MAINTENANCE,23415,1
FULL-TIME WORKER,36,SHOP,18393,1
FULL-TIME WORKER,36,VISITING,15630,1
FULL-TIME WORKER,36,WORK,244897,1
FULL-TIME WORKER,36,WORK-BASED,2784,1
FULL-TIME WORKER,37,DISCRETIONARY,42276,1
FULL-TIME WORKER,37,EATING OUT,17046,1
FULL-TIME WORKER,37,ESCORT,9278,1
FULL-TIME WORKER,37,HOME,811934,1
FULL-TIME WORKER,37,MAINTENANCE,23409,1
FULL-TIME WORKER,37,SHOP,21105,1
FULL-TIME WORKER,37,VISITING,19040,1
FULL-TIME WORKER,37,WORK,199850,1
FULL-TIME WORKER,37,WORK-BASED,2723,1
FULL-TIME WORKER,38,DISCRETIONARY,38907,1
FULL-TIME WORKER,38,EATING OUT,15119,1
FULL-TIME WORKER,38,ESCORT,8392,1
FULL-TIME WORKER,38,HOME,863434,1
FULL-TIME WORKER,38,MAINTENANCE,20808,1
FULL-TIME WORKER,38,SHOP,21691,1
FULL-TIME WORKER,38,VISITING,18477,1
FULL-TIME WORKER,38,WORK,157243,1
FULL-TIME WORKER,38,WORK-BASED,2590,1
FULL-TIME WORKER,39,DISCRETIONARY,33238,1
FULL-TIME WORKER,39,EATING OUT,12451,1
FULL-TIME WORKER,39,ESCORT,7461,1
FULL-TIME WORKER,39,HOME,907378,1
FULL-TIME WORKER,39,MAINTENANCE,17010,1
FULL-TIME WORKER,39,SHOP,18939,1
FULL-TIME WORKER,39,VISITING,17491,1
FULL-TIME WORKER,39,WORK,130191,1
FULL-TIME WORKER,39,WORK-BASED,2502,1
FULL-TIME WORKER,40,DISCRETIONARY,26064,1
FULL-TIME WORKER,40,EATING OUT,9867,1
FULL-TIME WORKER,40,ESCORT,6579,1
FULL-TIME WORKER,40,HOME,950028,1
FULL-TIME WORKER,40,MAINTENANCE,12932,1
FULL-TIME WORKER,40,SHOP,13583,1
FULL-TIME WORKER,40,VISITING,15111,1
FULL-TIME WORKER,40,WORK,110125,1
FULL-TIME WORKER,40,WORK-BASED,2372,1
FULL-TIME WORKER,41,DISCRETIONARY,18337,1
FULL-TIME WORKER,41,EATING OUT,7132,1
FULL-TIME WORKER,41,ESCORT,5675,1
FULL-TIME WORKER,41,HOME,987990,1
FULL-TIME WORKER,41,MAINTENANCE,9460,1
FULL-TIME WORKER,41,SHOP,9591,1
FULL-TIME WORKER,41,VISITING,12091,1
FULL-TIME WORKER,41,WORK,94171,1
FULL-TIME WORKER,41,WORK-BASED,2214,1
FULL-TIME WORKER,42,DISCRETIONARY,8625,1
FULL-TIME WORKER,42,EATING OUT,4124,1
FULL-TIME WORKER,42,ESCORT,4941,1
FULL-TIME WORKER,42,HOME,1023954,1
FULL-TIME WORKER,42,MAINTENANCE,6748,1
FULL-TIME WORKER,42,SHOP,6695,1
FULL-TIME WORKER,42,VISITING,8871,1
FULL-TIME WORKER,42,WORK,80713,1
FULL-TIME WORKER,42,WORK-BASED,1990,1
FULL-TIME WORKER,43,DISCRETIONARY,6653,1
FULL-TIME WORKER,43,EATING OUT,2286,1
FULL-TIME WORKER,43,ESCORT,4127,1
FULL-TIME WORKER,43,HOME,1047820,1
FULL-TIME WORKER,43,MAINTENANCE,4613,1
FULL-TIME WORKER,43,SHOP,4594,1
FULL-TIME WORKER,43,VISITING,6409,1
FULL-TIME WORKER,43,WORK,68433,1
FULL-TIME WORKER,43,WORK-BASED,1726,1
FULL-TIME WORKER,44,DISCRETIONARY,4663,1
FULL-TIME WORKER,44,EATING OUT,1710,1
FULL-TIME WORKER,44,ESCORT,3478,1
FULL-TIME WORKER,44,HOME,1067866,1
FULL-TIME WORKER,44,MAINTENANCE,3062,1
FULL-TIME WORKER,44,SHOP,3191,1
FULL-TIME WORKER,44,VISITING,3940,1
FULL-TIME WORKER,44,WORK,57339,1
FULL-TIME WORKER,44,WORK-BASED,1412,1
FULL-TIME WORKER,45,DISCRETIONARY,3116,1
FULL-TIME WORKER,45,EATING OUT,1339,1
FULL-TIME WORKER,45,ESCORT,2845,1
FULL-TIME WORKER,45,HOME,1085672,1
FULL-TIME WORKER,45,MAINTENANCE,1891,1
FULL-TIME WORKER,45,SHOP,2049,1
FULL-TIME WORKER,45,VISITING,2534,1
FULL-TIME WORKER,45,WORK,46119,1
FULL-TIME WORKER,45,WORK-BASED,1096,1
FULL-TIME WORKER,46,DISCRETIONARY,1904,1
FULL-TIME WORKER,46,EATING OUT,963,1
FULL-TIME WORKER,46,ESCORT,2565,1
FULL-TIME WORKER,46,HOME,1102632,1
FULL-TIME WORKER,46,MAINTENANCE,1091,1
FULL-TIME WORKER,46,SHOP,1123,1
FULL-TIME WORKER,46,VISITING,989,1
FULL-TIME WORKER,46,WORK,34690,1
FULL-TIME WORKER,46,WORK-BASED,704,1
FULL-TIME WORKER,47,DISCRETIONARY,955,1
FULL-TIME WORKER,47,EATING OUT,569,1
FULL-TIME WORKER,47,ESCORT,1629,1
FULL-TIME WORKER,47,HOME,1120486,1
FULL-TIME WORKER,47,MAINTENANCE,495,1
FULL-TIME WORKER,47,SHOP,524,1
FULL-TIME WORKER,47,VISITING,567,1
FULL-TIME WORKER,47,WORK,21139,1
FULL-TIME WORKER,47,WORK-BASED,297,1
PART-TIME WORKER,8,DISCRETIONARY,374,2
PART-TIME WORKER,8,EATING OUT,114,2
PART-TIME WORKER,8,ESCORT,35,2
PART-TIME WORKER,8,HOME,249865,2
PART-TIME WORKER,8,MAINTENANCE,133,2
PART-TIME WORKER,8,SHOP,104,2
PART-TIME WORKER,8,VISITING,68,2
PART-TIME WORKER,8,WORK,10,2
PART-TIME WORKER,9,DISCRETIONARY,842,2
PART-TIME WORKER,9,EATING OUT,200,2
PART-TIME WORKER,9,ESCORT,166,2
PART-TIME WORKER,9,HOME,248688,2
PART-TIME WORKER,9,MAINTENANCE,374,2
PART-TIME WORKER,9,SHOP,274,2
PART-TIME WORKER,9,VISITING,127,2
PART-TIME WORKER,9,WORK,32,2
PART-TIME WORKER,10,DISCRETIONARY,1453,2
PART-TIME WORKER,10,EATING OUT,293,2
PART-TIME WORKER,10,ESCORT,521,2
PART-TIME WORKER,10,HOME,246762,2
PART-TIME WORKER,10,MAINTENANCE,745,2
PART-TIME WORKER,10,SHOP,459,2
PART-TIME WORKER,10,VISITING,221,2
PART-TIME WORKER,10,WORK,248,2
PART-TIME WORKER,10,WORK-BASED,1,2
PART-TIME WORKER,11,DISCRETIONARY,2085,2
PART-TIME WORKER,11,EATING OUT,344,2
PART-TIME WORKER,11,ESCORT,1303,2
PART-TIME WORKER,11,HOME,243743,2
PART-TIME WORKER,11,MAINTENANCE,1262,2
PART-TIME WORKER,11,SHOP,659,2
PART-TIME WORKER,11,VISITING,272,2
PART-TIME WORKER,11,WORK,1032,2
PART-TIME WORKER,11,WORK-BASED,3,2
PART-TIME WORKER,12,DISCRETIONARY,2745,2
PART-TIME WORKER,12,EATING OUT,344,2
PART-TIME WORKER,12,ESCORT,1855,2
PART-TIME WORKER,12,HOME,238092,2
PART-TIME WORKER,12,MAINTENANCE,1919,2
PART-TIME WORKER,12,SHOP,832,2
PART-TIME WORKER,12,VISITING,344,2
PART-TIME WORKER,12,WORK,4562,2
PART-TIME WORKER,12,WORK-BASED,10,2
PART-TIME WORKER,13,DISCRETIONARY,3514,2
PART-TIME WORKER,13,EATING OUT,311,2
PART-TIME WORKER,13,ESCORT,5004,2
PART-TIME WORKER,13,HOME,222161,2
PART-TIME WORKER,13,MAINTENANCE,2756,2
PART-TIME WORKER,13,SHOP,1001,2
PART-TIME WORKER,13,VISITING,438,2
PART-TIME WORKER,13,WORK,15485,2
PART-TIME WORKER,13,WORK-BASED,33,2
PART-TIME WORKER,14,DISCRETIONARY,4875,2
PART-TIME WORKER,14,EATING OUT,314,2
PART-TIME WORKER,14,ESCORT,12854,2
PART-TIME WORKER,14,HOME,185749,2
PART-TIME WORKER,14,MAINTENANCE,4034,2
PART-TIME WORKER,14,SHOP,1147,2
PART-TIME WORKER,14,VISITING,503,2
PART-TIME WORKER,14,WORK,41137,2
PART-TIME WORKER,14,WORK-BASED,90,2
PART-TIME WORKER,15,DISCRETIONARY,5966,2
PART-TIME WORKER,15,EATING OUT,340,2
PART-TIME WORKER,15,ESCORT,13962,2
PART-TIME WORKER,15,HOME,161337,2
PART-TIME WORKER,15,MAINTENANCE,5192,2
PART-TIME WORKER,15,SHOP,1437,2
PART-TIME WORKER,15,VISITING,680,2
PART-TIME WORKER,15,WORK,61597,2
PART-TIME WORKER,15,WORK-BASED,192,2
PART-TIME WORKER,16,DISCRETIONARY,6971,2
PART-TIME WORKER,16,EATING OUT,365,2
PART-TIME WORKER,16,ESCORT,9161,2
PART-TIME WORKER,16,HOME,147209,2
PART-TIME WORKER,16,MAINTENANCE,6522,2
PART-TIME WORKER,16,SHOP,1956,2
PART-TIME WORKER,16,VISITING,964,2
PART-TIME WORKER,16,WORK,77274,2
PART-TIME WORKER,16,WORK-BASED,281,2
PART-TIME WORKER,17,DISCRETIONARY,7815,2
PART-TIME WORKER,17,EATING OUT,430,2
PART-TIME WORKER,17,ESCORT,4359,2
PART-TIME WORKER,17,HOME,138878,2
PART-TIME WORKER,17,MAINTENANCE,7848,2
PART-TIME WORKER,17,SHOP,2919,2
PART-TIME WORKER,17,VISITING,1316,2
PART-TIME WORKER,17,WORK,86739,2
PART-TIME WORKER,17,WORK-BASED,399,2
PART-TIME WORKER,18,DISCRETIONARY,8375,2
PART-TIME WORKER,18,EATING OUT,495,2
PART-TIME WORKER,18,ESCORT,3392,2
PART-TIME WORKER,18,HOME,130367,2
PART-TIME WORKER,18,MAINTENANCE,9159,2
PART-TIME WORKER,18,SHOP,4471,2
PART-TIME WORKER,18,VISITING,1654,2
PART-TIME WORKER,18,WORK,92291,2
PART-TIME WORKER,18,WORK-BASED,499,2
PART-TIME WORKER,19,DISCRETIONARY,8156,2
PART-TIME WORKER,19,EATING OUT,584,2
PART-TIME WORKER,19,ESCORT,3259,2
PART-TIME WORKER,19,HOME,122910,2
PART-TIME WORKER,19,MAINTENANCE,10310,2
PART-TIME WORKER,19,SHOP,6121,2
PART-TIME WORKER,19,VISITING,1938,2
PART-TIME WORKER,19,WORK,96820,2
PART-TIME WORKER,19,WORK-BASED,605,2
PART-TIME WORKER,20,DISCRETIONARY,7801,2
PART-TIME WORKER,20,EATING OUT,659,2
PART-TIME WORKER,20,ESCORT,3208,2
PART-TIME WORKER,20,HOME,116755,2
PART-TIME WORKER,20,MAINTENANCE,10996,2
PART-TIME WORKER,20,SHOP,7546,2
PART-TIME WORKER,20,VISITING,2264,2
PART-TIME WORKER,20,WORK,100711,2
PART-TIME WORKER,20,WORK-BASED,763,2
PART-TIME WORKER,21,DISCRETIONARY,7456,2
PART-TIME WORKER,21,EATING OUT,1231,2
PART-TIME WORKER,21,ESCORT,3264,2
PART-TIME WORKER,21,HOME,112313,2
PART-TIME WORKER,21,MAINTENANCE,11223,2
PART-TIME WORKER,21,SHOP,8131,2
PART-TIME WORKER,21,VISITING,2451,2
PART-TIME WORKER,21,WORK,103714,2
PART-TIME WORKER,21,WORK-BASED,920,2
PART-TIME WORKER,22,DISCRETIONARY,6763,2
PART-TIME WORKER,22,EATING OUT,1717,2
PART-TIME WORKER,22,ESCORT,3303,2
PART-TIME WORKER,22,HOME,109762,2
PART-TIME WORKER,22,MAINTENANCE,10676,2
PART-TIME WORKER,22,SHOP,7764,2
PART-TIME WORKER,22,VISITING,2662,2
PART-TIME WORKER,22,WORK,106062,2
PART-TIME WORKER,22,WORK-BASED,1994,2
PART-TIME WORKER,23,DISCRETIONARY,6257,2
PART-TIME WORKER,23,EATING OUT,1864,2
PART-TIME WORKER,23,ESCORT,3374,2
PART-TIME WORKER,23,HOME,108821,2
PART-TIME WORKER,23,MAINTENANCE,9872,2
PART-TIME WORKER,23,SHOP,7075,2
PART-TIME WORKER,23,VISITING,2873,2
PART-TIME WORKER,23,WORK,107440,2
PART-TIME WORKER,23,WORK-BASED,3127,2
PART-TIME WORKER,24,DISCRETIONARY,5937,2
PART-TIME WORKER,24,EATING OUT,1766,2
PART-TIME WORKER,24,ESCORT,3427,2
PART-TIME WORKER,24,HOME,110230,2
PART-TIME WORKER,24,MAINTENANCE,8962,2
PART-TIME WORKER,24,SHOP,6587,2
PART-TIME WORKER,24,VISITING,2743,2
PART-TIME WORKER,24,WORK,107722,2
PART-TIME WORKER,24,WORK-BASED,3329,2
PART-TIME WORKER,25,DISCRETIONARY,5670,2
PART-TIME WORKER,25,EATING OUT,1482,2
PART-TIME WORKER,25,ESCORT,3588,2
PART-TIME WORKER,25,HOME,113488,2
PART-TIME WORKER,25,MAINTENANCE,8470,2
PART-TIME WORKER,25,SHOP,6345,2
PART-TIME WORKER,25,VISITING,2608,2
PART-TIME WORKER,25,WORK,106936,2
PART-TIME WORKER,25,WORK-BASED,2116,2
PART-TIME WORKER,26,DISCRETIONARY,5472,2
PART-TIME WORKER,26,EATING OUT,1200,2
PART-TIME WORKER,26,ESCORT,6462,2
PART-TIME WORKER,26,HOME,114753,2
PART-TIME WORKER,26,MAINTENANCE,8093,2
PART-TIME WORKER,26,SHOP,6371,2
PART-TIME WORKER,26,VISITING,2492,2
PART-TIME WORKER,26,WORK,104595,2
PART-TIME WORKER,26,WORK-BASED,1265,2
PART-TIME WORKER,27,DISCRETIONARY,5373,2
PART-TIME WORKER,27,EATING OUT,895,2
PART-TIME WORKER,27,ESCORT,11604,2
PART-TIME WORKER,27,HOME,114701,2
PART-TIME WORKER,27,MAINTENANCE,7785,2
PART-TIME WORKER,27,SHOP,5881,2
PART-TIME WORKER,27,VISITING,2316,2
PART-TIME WORKER,27,WORK,101241,2
PART-TIME WORKER,27,WORK-BASED,907,2
PART-TIME WORKER,28,DISCRETIONARY,5478,2
PART-TIME WORKER,28,EATING OUT,746,2
PART-TIME WORKER,28,ESCORT,12997,2
PART-TIME WORKER,28,HOME,118961,2
PART-TIME WORKER,28,MAINTENANCE,7611,2
PART-TIME WORKER,28,SHOP,5702,2
PART-TIME WORKER,28,VISITING,2227,2
PART-TIME WORKER,28,WORK,96294,2
PART-TIME WORKER,28,WORK-BASED,687,2
PART-TIME WORKER,29,DISCRETIONARY,5878,2
PART-TIME WORKER,29,EATING OUT,636,2
PART-TIME WORKER,29,ESCORT,11401,2
PART-TIME WORKER,29,HOME,126422,2
PART-TIME WORKER,29,MAINTENANCE,7518,2
PART-TIME WORKER,29,SHOP,5752,2
PART-TIME WORKER,29,VISITING,2224,2
PART-TIME WORKER,29,WORK,90253,2
PART-TIME WORKER,29,WORK-BASED,619,2
PART-TIME WORKER,30,DISCRETIONARY,7008,2
PART-TIME WORKER,30,EATING OUT,766,2
