ZONE,PER,QUANTITY
2498,PER13,219
2498,PER14,350
2498,PER15,414
2498,PER16,475
2498,PER17,511
2498,PER18,540
2498,PER19,562
2498,PER20,574
2498,PER21,578
2498,PER22,587
2498,PER23,579
2498,PER24,581
2498,PER25,582
2498,PER26,570
2498,PER27,572
2498,PER28,534
2498,PER29,490
2498,PER30,447
2498,PER31,415
2498,PER32,377
2498,PER33,333
2498,PER34,264
2498,PER35,226
2498,PER36,216
2498,PER37,199
2498,PER38,171
2498,PER39,142
2498,PER40,116
2498,PER41,91
2498,PER42,62
2498,PER43,54
2498,PER44,39
2498,PER45,30
2498,PER46,21
2498,PER47,15
2498,PER8,14
2498,PER9,25
2499,PER10,91
2499,PER11,145
2499,PER12,261
2499,PER13,517
2499,PER14,857
2499,PER15,1036
2499,PER16,1189
2499,PER17,1246
2499,PER18,1298
2499,PER19,1323
2499,PER20,1357
2499,PER21,1379
2499,PER22,1387
2499,PER23,1383
2499,PER24,1365
2499,PER25,1343
2499,PER26,1313
2499,PER27,1311
2499,PER28,1244
2499,PER29,1134
2499,PER30,996
2499,PER31,912
2499,PER32,805
2499,PER33,696
2499,PER34,561
2499,PER35,493
2499,PER36,456
2499,PER37,421
2499,PER38,353
2499,PER39,283
2499,PER40,210
2499,PER41,158
2499,PER42,99
2499,PER43,77
2499,PER44,50
2499,PER45,38
2499,PER46,28
2499,PER47,13
2499,PER8,26
2499,PER9,42
2500,PER10,1
2500,PER11,2
2500,PER12,2
2500,PER13,8
2500,PER14,20
2500,PER15,23
2500,PER16,25
2500,PER17,26
2500,PER18,32
2500,PER19,28
2500,PER20,31
2500,PER21,33
2500,PER22,42
2500,PER23,52
2500,PER24,56
2500,PER25,51
2500,PER26,38
2500,PER27,36
2500,PER28,28
2500,PER29,26
2500,PER30,24
2500,PER31,24
2500,PER32,21
2500,PER33,20
2500,PER34,16
2500,PER35,15
2500,PER36,10
2500,PER37,11
2500,PER38,12
2500,PER39,11
2500,PER40,10
2500,PER41,9
2500,PER42,6
2500,PER43,3
2500,PER44,4
2500,PER45,4
2500,PER46,3
2500,PER47,1
2501,PER10,26
2501,PER11,35
2501,PER12,62
2501,PER13,121
2501,PER14,177
2501,PER15,218
2501,PER16,240
2501,PER17,264
2501,PER18,286
2501,PER19,291
2501,PER20,324
2501,PER21,335
2501,PER22,335
2501,PER23,342
2501,PER24,332
2501,PER25,324
2501,PER26,316
2501,PER27,312
2501,PER28,307
2501,PER29,280
2501,PER30,252
2501,PER31,209
2501,PER32,189
2501,PER33,192
2501,PER34,168
2501,PER35,156
2501,PER36,155
2501,PER37,135
2501,PER38,111
2501,PER39,96
2501,PER40,76
2501,PER41,65
2501,PER42,46
2501,PER43,35
2501,PER44,27
2501,PER45,18
2501,PER46,11
2501,PER47,8
2501,PER8,9
2501,PER9,14
2502,PER10,35
2502,PER11,54
2502,PER12,79
2502,PER13,154
2502,PER14,253
2502,PER15,301
2502,PER16,326
2502,PER17,339
2502,PER18,352
2502,PER19,376
2502,PER20,389
2502,PER21,397
2502,PER22,401
2502,PER23,407
2502,PER24,404
2502,PER25,387
2502,PER26,394
2502,PER27,396
2502,PER28,387
2502,PER29,351
2502,PER30,312
2502,PER31,272
2502,PER32,252
2502,PER33,239
2502,PER34,212
2502,PER35,212
2502,PER36,213
2502,PER37,188
2502,PER38,158
2502,PER39,136
2502,PER40,95
2502,PER41,70
2502,PER42,52
2502,PER43,37
2502,PER44,29
2502,PER45,24
2502,PER46,16
2502,PER47,5
2502,PER8,14
2502,PER9,20
2503,PER10,42
2503,PER11,77
2503,PER12,136
2503,PER13,259
2503,PER14,414
2503,PER15,515
2503,PER16,575
2503,PER17,612
2503,PER18,659
2503,PER19,677
2503,PER20,701
2503,PER21,718
2503,PER22,721
2503,PER23,708
2503,PER24,698
2503,PER25,681
2503,PER26,680
2503,PER27,676
2503,PER28,660
2503,PER29,602
2503,PER30,563
2503,PER31,523
2503,PER32,481
2503,PER33,427
2503,PER34,379
2503,PER35,346
2503,PER36,337
2503,PER37,300
2503,PER38,265
2503,PER39,230
2503,PER40,176
2503,PER41,126
2503,PER42,92
2503,PER43,78
2503,PER44,61
2503,PER45,43
2503,PER46,31
2503,PER47,20
2503,PER8,6
2503,PER9,15
2504,PER10,68
2504,PER11,117
2504,PER12,205
2504,PER13,463
2504,PER14,771
2504,PER15,961
2504,PER16,1069
2504,PER17,1133
2504,PER18,1176
2504,PER19,1222
2504,PER20,1266
2504,PER21,1286
2504,PER22,1306
2504,PER23,1305
2504,PER24,1296
2504,PER25,1302
2504,PER26,1301
2504,PER27,1308
2504,PER28,1271
2504,PER29,1183
2504,PER30,1073
2504,PER31,1005
2504,PER32,887
2504,PER33,757
2504,PER34,649
2504,PER35,566
2504,PER36,528
2504,PER37,489
2504,PER38,449
2504,PER39,375
2504,PER40,314
2504,PER41,247
2504,PER42,179
2504,PER43,141
2504,PER44,108
2504,PER45,82
2504,PER46,55
2504,PER47,31
2504,PER8,11
2504,PER9,32
2505,PER10,29
2505,PER11,53
2505,PER12,105
2505,PER13,187
2505,PER14,302
2505,PER15,366
2505,PER16,393
2505,PER17,417
2505,PER18,444
2505,PER19,451
2505,PER20,465
2505,PER21,486
2505,PER22,490
2505,PER23,493
2505,PER24,497
2505,PER25,497
2505,PER26,491
2505,PER27,469
2505,PER28,472
2505,PER29,439
2505,PER30,406
2505,PER31,372
2505,PER32,337
2505,PER33,309
2505,PER34,239
2505,PER35,200
2505,PER36,185
2505,PER37,191
2505,PER38,160
2505,PER39,147
2505,PER40,110
2505,PER41,72
2505,PER42,53
2505,PER43,47
2505,PER44,32
2505,PER45,24
2505,PER46,15
2505,PER47,7
2505,PER8,7
2505,PER9,13
2506,PER10,45
2506,PER11,67
2506,PER12,115
2506,PER13,189
2506,PER14,277
2506,PER15,332
2506,PER16,371
2506,PER17,387
2506,PER18,397
2506,PER19,402
2506,PER20,414
2506,PER21,422
2506,PER22,418
2506,PER23,423
2506,PER24,419
2506,PER25,419
2506,PER26,419
2506,PER27,410
2506,PER28,392
2506,PER29,361
2506,PER30,333
2506,PER31,293
2506,PER32,263
2506,PER33,234
2506,PER34,182
2506,PER35,146
2506,PER36,140
2506,PER37,129
2506,PER38,107
2506,PER39,92
2506,PER40,86
2506,PER41,56
2506,PER42,36
2506,PER43,23
2506,PER44,18
2506,PER45,13
2506,PER46,8
2506,PER47,3
2506,PER8,10
2506,PER9,23
2507,PER10,66
2507,PER11,115
2507,PER12,193
2507,PER13,397
2507,PER14,684
2507,PER15,882
2507,PER16,952
2507,PER17,1007
2507,PER18,1056
2507,PER19,1106
2507,PER20,1114
2507,PER21,1139
2507,PER22,1143
2507,PER23,1147
2507,PER24,1146
2507,PER25,1126
2507,PER26,1127
2507,PER27,1121
2507,PER28,1053
2507,PER29,889
2507,PER30,794
2507,PER31,705
2507,PER32,629
2507,PER33,544
2507,PER34,499
2507,PER35,458
2507,PER36,426
2507,PER37,377
2507,PER38,334
2507,PER39,275
2507,PER40,209
2507,PER41,145
2507,PER42,101
2507,PER43,83
2507,PER44,63
2507,PER45,45
2507,PER46,29
2507,PER47,13
2507,PER8,15
2507,PER9,38
2508,PER10,1
2508,PER11,3
2508,PER12,4
2508,PER13,9
2508,PER14,13
2508,PER15,18
2508,PER16,24
2508,PER17,24
2508,PER18,23
2508,PER19,24
2508,PER20,25
2508,PER21,27
2508,PER22,32
2508,PER23,32
2508,PER24,34
2508,PER25,31
2508,PER26,26
2508,PER27,24
2508,PER28,23
2508,PER29,22
2508,PER30,21
2508,PER31,21
2508,PER32,15
2508,PER33,12
2508,PER34,13
2508,PER35,9
2508,PER36,8
2508,PER37,5
2508,PER38,3
2508,PER39,2
2508,PER40,2
2508,PER41,2
2508,PER42,1
2508,PER43,2
2508,PER44,2
2508,PER45,1
2508,PER46,1
2509,PER10,6
2509,PER11,11
2509,PER12,12
2509,PER13,20
2509,PER14,40
2509,PER15,60
2509,PER16,70
2509,PER17,77
2509,PER18,84
2509,PER19,89
2509,PER20,93
2509,PER21,108
2509,PER22,111
2509,PER23,102
2509,PER24,108
2509,PER25,99
2509,PER26,98
2509,PER27,97
2509,PER28,90
2509,PER29,88
2509,PER30,77
2509,PER31,79
2509,PER32,76
2509,PER33,64
2509,PER34,49
2509,PER35,50
2509,PER36,48
2509,PER37,48
2509,PER38,45
2509,PER39,28
2509,PER40,26
2509,PER41,18
2509,PER42,14
2509,PER43,14
2509,PER44,8
2509,PER45,7
2509,PER46,4
2509,PER47,2
2509,PER8,2
2509,PER9,2
2510,PER11,1
2510,PER12,2
2510,PER13,5
2510,PER14,6
2510,PER15,6
2510,PER16,8
2510,PER17,14
2510,PER18,17
2510,PER19,26
2510,PER20,29
2510,PER21,30
2510,PER22,65
2510,PER23,97
2510,PER24,99
2510,PER25,58
2510,PER26,34
2510,PER27,20
2510,PER28,14
2510,PER29,11
2510,PER30,6
2510,PER31,4
2510,PER32,6
2510,PER33,6
2510,PER34,3
2510,PER35,2
2510,PER36,2
2510,PER37,2
2510,PER38,1
2510,PER39,2
2510,PER40,2
2510,PER41,2
2510,PER42,1
2510,PER43,2
2510,PER44,2
2510,PER45,1
2510,PER46,1
2510,PER47,1
2511,PER10,22
2511,PER11,32
2511,PER12,37
2511,PER13,52
2511,PER14,71
2511,PER15,90
2511,PER16,93
2511,PER17,99
2511,PER18,107
2511,PER19,108
2511,PER20,115
2511,PER21,122
2511,PER22,125
2511,PER23,128
2511,PER24,123
2511,PER25,126
2511,PER26,122
2511,PER27,121
2511,PER28,122
2511,PER29,115
2511,PER30,101
2511,PER31,92
2511,PER32,85
2511,PER33,77
2511,PER34,74
2511,PER35,66
2511,PER36,60
2511,PER37,52
2511,PER38,45
2511,PER39,37
2511,PER40,36
2511,PER41,34
2511,PER42,27
2511,PER43,25
2511,PER44,15
2511,PER45,9
2511,PER46,5
2511,PER47,2
2511,PER8,4
2511,PER9,13
2512,PER11,1
2512,PER12,3
2512,PER13,7
2512,PER14,10
2512,PER15,18
2512,PER16,21
2512,PER17,20
2512,PER18,23
2512,PER19,26
2512,PER20,32
2512,PER21,46
2512,PER22,104
2512,PER23,180
2512,PER24,189
2512,PER25,122
2512,PER26,67
2512,PER27,42
2512,PER28,30
2512,PER29,29
2512,PER30,27
2512,PER31,22
2512,PER32,11
2512,PER33,6
2512,PER34,7
2512,PER35,10
2512,PER36,8
2512,PER37,6
2512,PER38,5
2512,PER39,4
2512,PER40,3
2512,PER41,4
2512,PER42,4
2512,PER43,3
2512,PER44,4
2512,PER45,5
2513,PER10,19
2513,PER11,32
2513,PER12,70
2513,PER13,146
2513,PER14,212
2513,PER15,247
2513,PER16,272
2513,PER17,286
2513,PER18,298
2513,PER19,316
2513,PER20,325
2513,PER21,346
2513,PER22,347
2513,PER23,353
2513,PER24,351
2513,PER25,345
2513,PER26,337
2513,PER27,340
2513,PER28,332
2513,PER29,304
2513,PER30,279
2513,PER31,249
2513,PER32,227
2513,PER33,205
2513,PER34,182
2513,PER35,166
2513,PER36,154
2513,PER37,136
2513,PER38,110
2513,PER39,93
2513,PER40,71
2513,PER41,58
2513,PER42,40
2513,PER43,36
2513,PER44,27
2513,PER45,24
2513,PER46,12
2513,PER47,6
2513,PER8,2
2513,PER9,5
2514,PER10,48
2514,PER11,83
2514,PER12,151
2514,PER13,302
2514,PER14,495
2514,PER15,619
2514,PER16,674
2514,PER17,710
2514,PER18,732
2514,PER19,762
2514,PER20,779
2514,PER21,798
2514,PER22,810
2514,PER23,814
2514,PER24,805
2514,PER25,791
2514,PER26,793
2514,PER27,802
2514,PER28,765
2514,PER29,697
2514,PER30,606
2514,PER31,519
2514,PER32,462
2514,PER33,420
2514,PER34,355
2514,PER35,321
2514,PER36,316
2514,PER37,285
2514,PER38,245
2514,PER39,192
2514,PER40,154
2514,PER41,104
2514,PER42,72
2514,PER43,53
2514,PER44,41
2514,PER45,39
2514,PER46,25
2514,PER47,12
2514,PER8,9
2514,PER9,24
2515,PER10,8
2515,PER11,15
2515,PER12,19
2515,PER13,33
2515,PER14,50
2515,PER15,61
2515,PER16,70
2515,PER17,71
2515,PER18,77
2515,PER19,82
2515,PER20,84
2515,PER21,84
2515,PER22,82
2515,PER23,80
2515,PER24,79
2515,PER25,85
2515,PER26,87
2515,PER27,84
2515,PER28,80
2515,PER29,77
2515,PER30,68
2515,PER31,63
2515,PER32,57
2515,PER33,53
2515,PER34,46
2515,PER35,41
2515,PER36,32
2515,PER37,33
2515,PER38,27
2515,PER39,20
2515,PER40,21
2515,PER41,17
2515,PER42,12
2515,PER43,11
2515,PER44,7
2515,PER45,5
2515,PER46,3
2515,PER47,3
2515,PER8,1
2515,PER9,3
2516,PER10,55
2516,PER11,82
2516,PER12,163
2516,PER13,346
2516,PER14,623
2516,PER15,776
2516,PER16,859
2516,PER17,896
2516,PER18,918
2516,PER19,950
2516,PER20,978
2516,PER21,998
2516,PER22,998
2516,PER23,995
2516,PER24,967
2516,PER25,960
2516,PER26,954
2516,PER27,966
2516,PER28,929
2516,PER29,802
2516,PER30,695
2516,PER31,596
2516,PER32,560
2516,PER33,487
2516,PER34,447
2516,PER35,398
2516,PER36,386
2516,PER37,343
2516,PER38,300
2516,PER39,246
2516,PER40,193
2516,PER41,140
2516,PER42,89
2516,PER43,67
2516,PER44,50
2516,PER45,35
2516,PER46,28
2516,PER47,9
2516,PER8,17
2516,PER9,29
2517,PER10,10
2517,PER11,15
2517,PER12,24
2517,PER13,56
2517,PER14,103
2517,PER15,124
2517,PER16,141
2517,PER17,146
2517,PER18,165
2517,PER19,172
2517,PER20,180
2517,PER21,188
2517,PER22,184
2517,PER23,197
2517,PER24,192
2517,PER25,188
2517,PER26,182
2517,PER27,178
2517,PER28,170
2517,PER29,156
2517,PER30,134
2517,PER31,129
2517,PER32,126
2517,PER33,114
2517,PER34,95
2517,PER35,85
2517,PER36,74
2517,PER37,66
2517,PER38,66
2517,PER39,52
2517,PER40,47
2517,PER41,37
2517,PER42,27
2517,PER43,19
2517,PER44,12
2517,PER45,10
2517,PER46,6
2517,PER47,1
2517,PER8,4
2517,PER9,7
2518,PER10,184
2518,PER11,284
2518,PER12,549
2518,PER13,1051
2518,PER14,1655
2518,PER15,2058
2518,PER16,2258
2518,PER17,2353
2518,PER18,2456
2518,PER19,2554
2518,PER20,2631
2518,PER21,2674
2518,PER22,2681
2518,PER23,2650
2518,PER24,2627
2518,PER25,2608
2518,PER26,2608
2518,PER27,2595
2518,PER28,2489
2518,PER29,2261
2518,PER30,1974
2518,PER31,1827
2518,PER32,1608
2518,PER33,1380
2518,PER34,1151
2518,PER35,1010
2518,PER36,971
2518,PER37,890
2518,PER38,750
2518,PER39,612
2518,PER40,485
2518,PER41,358
2518,PER42,238
2518,PER43,188
2518,PER44,141
2518,PER45,105
2518,PER46,75
2518,PER47,37
2518,PER8,35
2518,PER9,80
2519,PER10,74
2519,PER11,122
2519,PER12,207
2519,PER13,366
2519,PER14,627
2519,PER15,792
2519,PER16,871
2519,PER17,915
2519,PER18,970
2519,PER19,1019
2519,PER20,1082
2519,PER21,1107
2519,PER22,1114
2519,PER23,1077
2519,PER24,1058
2519,PER25,1057
2519,PER26,1055
2519,PER27,1027
2519,PER28,971
2519,PER29,866
2519,PER30,748
2519,PER31,696
2519,PER32,638
2519,PER33,585
2519,PER34,525
2519,PER35,469
2519,PER36,446
2519,PER37,401
2519,PER38,342
2519,PER39,295
2519,PER40,227
2519,PER41,183
2519,PER42,117
2519,PER43,93
2519,PER44,73
2519,PER45,53
2519,PER46,30
2519,PER47,17
2519,PER8,21
2519,PER9,42
2520,PER10,4
2520,PER11,5
2520,PER12,8
2520,PER13,13
2520,PER14,17
2520,PER15,21
2520,PER16,24
2520,PER17,31
2520,PER18,33
2520,PER19,37
2520,PER20,36
2520,PER21,36
2520,PER22,38
2520,PER23,42
2520,PER24,39
2520,PER25,38
2520,PER26,35
2520,PER27,33
2520,PER28,27
2520,PER29,23
2520,PER30,23
2520,PER31,27
2520,PER32,24
2520,PER33,21
2520,PER34,16
2520,PER35,21
2520,PER36,21
2520,PER37,24
2520,PER38,17
2520,PER39,16
2520,PER40,11
2520,PER41,8
2520,PER42,5
2520,PER43,4
2520,PER44,3
2520,PER45,3
2520,PER46,2
2520,PER8,1
2520,PER9,1
2521,PER10,12
2521,PER11,24
2521,PER12,36
2521,PER13,59
2521,PER14,104
2521,PER15,136
2521,PER16,156
2521,PER17,170
2521,PER18,187
2521,PER19,202
2521,PER20,203
2521,PER21,199
2521,PER22,197
2521,PER23,187
2521,PER24,186
2521,PER25,185
2521,PER26,195
2521,PER27,194
2521,PER28,186
2521,PER29,172
2521,PER30,153
2521,PER31,134
2521,PER32,123
2521,PER33,109
2521,PER34,101
2521,PER35,89
2521,PER36,89
2521,PER37,89
2521,PER38,74
2521,PER39,51
2521,PER40,50
2521,PER41,33
2521,PER42,27
2521,PER43,19
2521,PER44,16
2521,PER45,11
2521,PER46,5
2521,PER47,4
2521,PER8,3
2521,PER9,8
2522,PER10,22
2522,PER11,35
2522,PER12,67
2522,PER13,135
2522,PER14,204
2522,PER15,258
2522,PER16,294
2522,PER17,308
2522,PER18,316
2522,PER19,341
2522,PER20,351
2522,PER21,353
2522,PER22,359
2522,PER23,353
2522,PER24,345
2522,PER25,335
2522,PER26,333
2522,PER27,335
2522,PER28,320
2522,PER29,291
2522,PER30,247
2522,PER31,219
2522,PER32,203
2522,PER33,184
2522,PER34,166
2522,PER35,143
2522,PER36,136
2522,PER37,124
2522,PER38,102
2522,PER39,85
2522,PER40,68
2522,PER41,49
2522,PER42,36
2522,PER43,29
2522,PER44,18
2522,PER45,11
2522,PER46,6
2522,PER47,5
2522,PER8,4
2522,PER9,10
2523,PER10,8
2523,PER11,11
2523,PER12,16
2523,PER13,28
2523,PER14,41
2523,PER15,47
2523,PER16,57
2523,PER17,60
2523,PER18,60
2523,PER19,64
2523,PER20,70
2523,PER21,74
2523,PER22,76
2523,PER23,75
2523,PER24,72
2523,PER25,72
2523,PER26,69
2523,PER27,66
2523,PER28,65
2523,PER29,58
2523,PER30,59
2523,PER31,57
2523,PER32,54
2523,PER33,48
2523,PER34,50
2523,PER35,45
2523,PER36,39
2523,PER37,34
2523,PER38,33
2523,PER39,27
2523,PER40,23
2523,PER41,15
2523,PER42,7
2523,PER43,2
2523,PER44,1
2523,PER45,3
2523,PER46,3
2523,PER47,1
2523,PER8,2
2523,PER9,3
2524,PER10,105
2524,PER11,154
2524,PER12,257
2524,PER13,449
2524,PER14,755
2524,PER15,967
2524,PER16,1054
2524,PER17,1106
2524,PER18,1139
2524,PER19,1160
2524,PER20,1200
2524,PER21,1216
2524,PER22,1216
2524,PER23,1214
2524,PER24,1194
2524,PER25,1190
2524,PER26,1196
2524,PER27,1205
2524,PER28,1162
2524,PER29,1047
2524,PER30,921
2524,PER31,827
2524,PER32,763
2524,PER33,679
2524,PER34,594
2524,PER35,530
2524,PER36,493
2524,PER37,437
2524,PER38,363
2524,PER39,295
2524,PER40,246
2524,PER41,185
2524,PER42,140
2524,PER43,95
2524,PER44,76
2524,PER45,53
2524,PER46,46
2524,PER47,26
2524,PER8,29
2524,PER9,51
2525,PER10,86
2525,PER11,152
2525,PER12,274
2525,PER13,557
2525,PER14,985
2525,PER15,1210
2525,PER16,1360
2525,PER17,1434
2525,PER18,1512
2525,PER19,1563
2525,PER20,1625
2525,PER21,1649
2525,PER22,1660
2525,PER23,1640
2525,PER24,1593
2525,PER25,1577
2525,PER26,1558
2525,PER27,1550
2525,PER28,1472
2525,PER29,1321
2525,PER30,1137
2525,PER31,1014
2525,PER32,928
2525,PER33,848
2525,PER34,745
2525,PER35,671
2525,PER36,647
2525,PER37,605
2525,PER38,528
2525,PER39,426
2525,PER40,332
2525,PER41,254
2525,PER42,174
2525,PER43,118
2525,PER44,92
2525,PER45,74
2525,PER46,47
2525,PER47,29
2525,PER8,19
2525,PER9,38
2526,PER10,8
2526,PER11,14
2526,PER12,24
2526,PER13,59
2526,PER14,92
2526,PER15,104
2526,PER16,120
2526,PER17,125
2526,PER18,128
2526,PER19,131
2526,PER20,147
2526,PER21,153
2526,PER22,152
2526,PER23,153
2526,PER24,150
2526,PER25,142
2526,PER26,133
2526,PER27,138
2526,PER28,129
2526,PER29,124
2526,PER30,109
2526,PER31,99
2526,PER32,101
2526,PER33,88
2526,PER34,84
2526,PER35,77
2526,PER36,69
2526,PER37,62
2526,PER38,54
2526,PER39,46
2526,PER40,39
2526,PER41,31
2526,PER42,22
2526,PER43,19
2526,PER44,15
2526,PER45,13
2526,PER46,5
2526,PER47,5
2526,PER8,1
2526,PER9,2
2527,PER10,9
2527,PER11,19
2527,PER12,32
2527,PER13,50
2527,PER14,84
2527,PER15,110
2527,PER16,124
2527,PER17,134
2527,PER18,137
2527,PER19,147
2527,PER20,148
2527,PER21,141
2527,PER22,142
2527,PER23,144
2527,PER24,137
2527,PER25,140
2527,PER26,138
2527,PER27,137
2527,PER28,131
2527,PER29,132
2527,PER30,128
2527,PER31,121
2527,PER32,104
2527,PER33,98
2527,PER34,89
2527,PER35,78
2527,PER36,68
2527,PER37,58
2527,PER38,48
2527,PER39,34
2527,PER40,30
2527,PER41,16
2527,PER42,13
2527,PER43,12
2527,PER44,9
2527,PER45,5
2527,PER46,4
2527,PER47,2
2527,PER8,1
2527,PER9,5
2528,PER10,28
2528,PER11,39
2528,PER12,88
2528,PER13,171
2528,PER14,259
2528,PER15,309
2528,PER16,342
2528,PER17,353
2528,PER18,371
2528,PER19,386
2528,PER20,389
2528,PER21,393
2528,PER22,398
2528,PER23,410
2528,PER24,396
2528,PER25,380
2528,PER26,377
2528,PER27,382
2528,PER28,372
2528,PER29,355
2528,PER30,304
2528,PER31,284
2528,PER32,254
2528,PER33,228
2528,PER34,199
2528,PER35,169
2528,PER36,164
2528,PER37,153
2528,PER38,126
2528,PER39,111
2528,PER40,90
2528,PER41,68
2528,PER42,48
2528,PER43,42
2528,PER44,30
2528,PER45,23
2528,PER46,13
2528,PER47,7
2528,PER8,3
2528,PER9,11
2529,PER10,37
2529,PER11,60
2529,PER12,101
2529,PER13,232
2529,PER14,426
2529,PER15,513
2529,PER16,560
2529,PER17,585
2529,PER18,601
2529,PER19,627
2529,PER20,646
2529,PER21,648
2529,PER22,651
2529,PER23,650
2529,PER24,638
2529,PER25,630
2529,PER26,629
2529,PER27,630
2529,PER28,625
2529,PER29,568
2529,PER30,501
2529,PER31,477
2529,PER32,423
2529,PER33,380
2529,PER34,320
2529,PER35,268
2529,PER36,242
2529,PER37,227
2529,PER38,199
2529,PER39,153
2529,PER40,120
2529,PER41,98
2529,PER42,72
2529,PER43,55
2529,PER44,37
2529,PER45,25
2529,PER46,18
2529,PER47,11
2529,PER8,10
2529,PER9,22
2530,PER10,51
2530,PER11,78
2530,PER12,119
2530,PER13,220
2530,PER14,369
2530,PER15,443
2530,PER16,499
2530,PER17,527
2530,PER18,563
2530,PER19,584
2530,PER20,607
2530,PER21,610
2530,PER22,629
2530,PER23,632
2530,PER24,606
2530,PER25,592
2530,PER26,579
2530,PER27,582
2530,PER28,566
2530,PER29,515
2530,PER30,444
2530,PER31,392
2530,PER32,363
2530,PER33,314
2530,PER34,266
2530,PER35,239
2530,PER36,232
2530,PER37,225
2530,PER38,190
2530,PER39,153
2530,PER40,115
2530,PER41,94
2530,PER42,72
2530,PER43,54
2530,PER44,38
2530,PER45,26
2530,PER46,17
2530,PER47,7
2530,PER8,9
2530,PER9,26
2531,PER10,18
2531,PER11,32
2531,PER12,57
2531,PER13,120
2531,PER14,168
2531,PER15,209
2531,PER16,243
2531,PER17,261
2531,PER18,262
2531,PER19,282
2531,PER20,283
2531,PER21,286
2531,PER22,279
2531,PER23,282
2531,PER24,269
2531,PER25,269
2531,PER26,264
2531,PER27,264
2531,PER28,253
2531,PER29,241
2531,PER30,219
2531,PER31,196
2531,PER32,175
2531,PER33,156
2531,PER34,142
2531,PER35,136
2531,PER36,139
2531,PER37,140
2531,PER38,114
2531,PER39,93
2531,PER40,72
2531,PER41,64
2531,PER42,37
2531,PER43,32
2531,PER44,22
2531,PER45,11
2531,PER46,7
2531,PER47,3
2531,PER8,3
2531,PER9,9
2532,PER10,7
2532,PER11,17
2532,PER12,26
2532,PER13,59
2532,PER14,111
2532,PER15,147
2532,PER16,157
2532,PER17,169
2532,PER18,173
2532,PER19,171
2532,PER20,183
2532,PER21,200
2532,PER22,226
2532,PER23,252
2532,PER24,260
2532,PER25,238
2532,PER26,220
2532,PER27,201
2532,PER28,198
2532,PER29,174
2532,PER30,149
2532,PER31,138
2532,PER32,125
2532,PER33,104
2532,PER34,89
2532,PER35,71
2532,PER36,65
2532,PER37,61
2532,PER38,55
2532,PER39,53
2532,PER40,43
2532,PER41,40
2532,PER42,29
2532,PER43,21
2532,PER44,13
2532,PER45,11
2532,PER46,3
2532,PER9,5
2533,PER10,1
2533,PER11,2
2533,PER12,4
2533,PER13,4
2533,PER14,5
2533,PER15,6
2533,PER16,6
2533,PER17,5
2533,PER18,6
2533,PER19,8
2533,PER20,11
2533,PER21,17
2533,PER22,35
2533,PER23,57
2533,PER24,48
2533,PER25,24
2533,PER26,11
2533,PER27,11
2533,PER28,6
2533,PER29,4
2533,PER30,5
2533,PER31,4
2533,PER32,3
2533,PER33,3
2533,PER34,3
2533,PER35,2
2533,PER36,2
2533,PER37,1
2533,PER38,1
2533,PER39,1
2533,PER46,1
2533,PER47,1
2534,PER10,33
2534,PER11,54
2534,PER12,90
2534,PER13,182
2534,PER14,348
2534,PER15,448
2534,PER16,502
2534,PER17,517
2534,PER18,523
2534,PER19,536
2534,PER20,546
2534,PER21,557
2534,PER22,557
2534,PER23,560
2534,PER24,549
2534,PER25,553
2534,PER26,547
2534,PER27,544
2534,PER28,512
2534,PER29,464
2534,PER30,388
2534,PER31,344
2534,PER32,324
2534,PER33,299
2534,PER34,262
2534,PER35,232
2534,PER36,228
2534,PER37,211
2534,PER38,190
2534,PER39,147
2534,PER40,109
2534,PER41,94
2534,PER42,66
2534,PER43,51
2534,PER44,31
2534,PER45,27
2534,PER46,17
2534,PER47,11
2534,PER8,9
2534,PER9,18
2535,PER10,40
2535,PER11,63
2535,PER12,104
2535,PER13,181
2535,PER14,310
2535,PER15,410
2535,PER16,479
2535,PER17,511
2535,PER18,555
2535,PER19,592
2535,PER20,619
2535,PER21,647
2535,PER22,635
2535,PER23,623
2535,PER24,609
2535,PER25,600
2535,PER26,610
2535,PER27,610
2535,PER28,582
2535,PER29,549
2535,PER30,500
2535,PER31,491
2535,PER32,451
2535,PER33,393
2535,PER34,369
2535,PER35,348
2535,PER36,334
2535,PER37,340
2535,PER38,287
2535,PER39,256
2535,PER40,193
2535,PER41,150
2535,PER42,89
2535,PER43,71
2535,PER44,56
2535,PER45,44
2535,PER46,24
2535,PER47,7
2535,PER8,9
2535,PER9,21
2536,PER10,26
2536,PER11,46
2536,PER12,82
2536,PER13,189
2536,PER14,283
2536,PER15,366
2536,PER16,424
2536,PER17,436
2536,PER18,460
2536,PER19,476
2536,PER20,492
2536,PER21,491
2536,PER22,506
2536,PER23,501
2536,PER24,493
2536,PER25,472
2536,PER26,453
2536,PER27,451
2536,PER28,428
2536,PER29,401
2536,PER30,366
2536,PER31,331
2536,PER32,304
2536,PER33,271
2536,PER34,244
2536,PER35,217
2536,PER36,204
2536,PER37,195
2536,PER38,173
2536,PER39,152
2536,PER40,117
2536,PER41,85
2536,PER42,62
2536,PER43,54
2536,PER44,38
2536,PER45,22
2536,PER46,13
2536,PER47,10
2536,PER8,2
2536,PER9,11
2537,PER10,1
2537,PER11,2
2537,PER12,3
2537,PER13,2
2537,PER14,5
2537,PER15,6
2537,PER16,7
2537,PER17,11
2537,PER18,14
