PERSON_TYPE,PER,PURPOSE,QUANTITY,person_order
FULL-TIME WORKER,25,EATING OUT,2257,1
FULL-TIME WORKER,25,ESCORT,5951,1
FULL-TIME WORKER,25,HOME,345410,1
FULL-TIME WORKER,25,MAINTENANCE,15077,1
FULL-TIME WORKER,25,SHOP,12298,1
FULL-TIME WORKER,25,VISITING,5438,1
FULL-TIME WORKER,25,WORK,939130,1
FULL-TIME WORKER,25,WORK-BASED,40598,1
FULL-TIME WORKER,26,DISCRETIONARY,9727,1
FULL-TIME WORKER,26,EATING OUT,1730,1
FULL-TIME WORKER,26,ESCORT,10782,1
FULL-TIME WORKER,26,HOME,359258,1
FULL-TIME WORKER,26,MAINTENANCE,14489,1
FULL-TIME WORKER,26,SHOP,12147,1
FULL-TIME WORKER,26,VISITING,5125,1
FULL-TIME WORKER,26,WORK,938431,1
FULL-TIME WORKER,26,WORK-BASED,24485,1
FULL-TIME WORKER,27,DISCRETIONARY,9555,1
FULL-TIME WORKER,27,EATING OUT,1286,1
FULL-TIME WORKER,27,ESCORT,19292,1
FULL-TIME WORKER,27,HOME,367463,1
FULL-TIME WORKER,27,MAINTENANCE,13870,1
FULL-TIME WORKER,27,SHOP,11089,1
FULL-TIME WORKER,27,VISITING,4786,1
FULL-TIME WORKER,27,WORK,932286,1
FULL-TIME WORKER,27,WORK-BASED,16547,1
FULL-TIME WORKER,28,DISCRETIONARY,9483,1
FULL-TIME WORKER,28,EATING OUT,1079,1
FULL-TIME WORKER,28,ESCORT,21725,1
FULL-TIME WORKER,28,HOME,383616,1
FULL-TIME WORKER,28,MAINTENANCE,13556,1
FULL-TIME WORKER,28,SHOP,10608,1
FULL-TIME WORKER,28,VISITING,4483,1
FULL-TIME WORKER,28,WORK,919894,1
FULL-TIME WORKER,28,WORK-BASED,11730,1
FULL-TIME WORKER,29,DISCRETIONARY,9837,1
FULL-TIME WORKER,29,EATING OUT,941,1
FULL-TIME WORKER,29,ESCORT,18869,1
FULL-TIME WORKER,29,HOME,409274,1
FULL-TIME WORKER,29,MAINTENANCE,13422,1
FULL-TIME WORKER,29,SHOP,10539,1
FULL-TIME WORKER,29,VISITING,4411,1
FULL-TIME WORKER,29,WORK,899929,1
FULL-TIME WORKER,29,WORK-BASED,8952,1
FULL-TIME WORKER,30,DISCRETIONARY,11501,1
FULL-TIME WORKER,30,EATING OUT,1146,1
FULL-TIME WORKER,30,ESCORT,12534,1
FULL-TIME WORKER,30,HOME,461181,1
FULL-TIME WORKER,30,MAINTENANCE,13398,1
FULL-TIME WORKER,30,SHOP,10887,1
FULL-TIME WORKER,30,VISITING,4539,1
FULL-TIME WORKER,30,WORK,854094,1
FULL-TIME WORKER,30,WORK-BASED,6894,1
FULL-TIME WORKER,31,DISCRETIONARY,13896,1
FULL-TIME WORKER,31,EATING OUT,1937,1
FULL-TIME WORKER,31,ESCORT,11175,1
FULL-TIME WORKER,31,HOME,516215,1
FULL-TIME WORKER,31,MAINTENANCE,13437,1
FULL-TIME WORKER,31,SHOP,11406,1
FULL-TIME WORKER,31,VISITING,4901,1
FULL-TIME WORKER,31,WORK,797676,1
FULL-TIME WORKER,31,WORK-BASED,5531,1
FULL-TIME WORKER,32,DISCRETIONARY,17383,1
FULL-TIME WORKER,32,EATING OUT,2707,1
FULL-TIME WORKER,32,ESCORT,8494,1
FULL-TIME WORKER,32,HOME,592416,1
FULL-TIME WORKER,32,MAINTENANCE,13503,1
FULL-TIME WORKER,32,SHOP,11802,1
FULL-TIME WORKER,32,VISITING,5416,1
FULL-TIME WORKER,32,WORK,719954,1
FULL-TIME WORKER,32,WORK-BASED,4499,1
FULL-TIME WORKER,33,DISCRETIONARY,21218,1
FULL-TIME WORKER,33,EATING OUT,5137,1
FULL-TIME WORKER,33,ESCORT,8271,1
FULL-TIME WORKER,33,HOME,696492,1
FULL-TIME WORKER,33,MAINTENANCE,15237,1
FULL-TIME WORKER,33,SHOP,12506,1
FULL-TIME WORKER,33,VISITING,6132,1
FULL-TIME WORKER,33,WORK,607447,1
FULL-TIME WORKER,33,WORK-BASED,3734,1
FULL-TIME WORKER,34,DISCRETIONARY,26613,1
FULL-TIME WORKER,34,EATING OUT,8677,1
FULL-TIME WORKER,34,ESCORT,9082,1
FULL-TIME WORKER,34,HOME,816267,1
FULL-TIME WORKER,34,MAINTENANCE,16977,1
FULL-TIME WORKER,34,SHOP,15089,1
FULL-TIME WORKER,34,VISITING,8061,1
FULL-TIME WORKER,34,WORK,472156,1
FULL-TIME WORKER,34,WORK-BASED,3252,1
FULL-TIME WORKER,35,DISCRETIONARY,33900,1
FULL-TIME WORKER,35,EATING OUT,12664,1
FULL-TIME WORKER,35,ESCORT,9767,1
FULL-TIME WORKER,35,HOME,911406,1
FULL-TIME WORKER,35,MAINTENANCE,20705,1
FULL-TIME WORKER,35,SHOP,17304,1
FULL-TIME WORKER,35,VISITING,12519,1
FULL-TIME WORKER,35,WORK,354693,1
FULL-TIME WORKER,35,WORK-BASED,3216,1
FULL-TIME WORKER,36,DISCRETIONARY,46423,1
FULL-TIME WORKER,36,EATING OUT,16818,1
FULL-TIME WORKER,36,ESCORT,10060,1
FULL-TIME WORKER,36,HOME,966390,1
FULL-TIME WORKER,36,MAINTENANCE,25257,1
FULL-TIME WORKER,36,SHOP,19134,1
FULL-TIME WORKER,36,VISITING,16562,1
FULL-TIME WORKER,36,WORK,272410,1
FULL-TIME WORKER,36,WORK-BASED,3120,1
FULL-TIME WORKER,37,DISCRETIONARY,45714,1
FULL-TIME WORKER,37,EATING OUT,17817,1
FULL-TIME WORKER,37,ESCORT,9724,1
FULL-TIME WORKER,37,HOME,1011023,1
FULL-TIME WORKER,37,MAINTENANCE,25122,1
FULL-TIME WORKER,37,SHOP,22066,1
FULL-TIME WORKER,37,VISITING,20442,1
FULL-TIME WORKER,37,WORK,221256,1
FULL-TIME WORKER,37,WORK-BASED,3010,1
FULL-TIME WORKER,38,DISCRETIONARY,42056,1
FULL-TIME WORKER,38,EATING OUT,15791,1
FULL-TIME WORKER,38,ESCORT,8770,1
FULL-TIME WORKER,38,HOME,1067708,1
FULL-TIME WORKER,38,MAINTENANCE,22193,1
FULL-TIME WORKER,38,SHOP,22712,1
FULL-TIME WORKER,38,VISITING,19947,1
FULL-TIME WORKER,38,WORK,174121,1
FULL-TIME WORKER,38,WORK-BASED,2876,1
FULL-TIME WORKER,39,DISCRETIONARY,35853,1
FULL-TIME WORKER,39,EATING OUT,12958,1
FULL-TIME WORKER,39,ESCORT,7795,1
FULL-TIME WORKER,39,HOME,1115535,1
FULL-TIME WORKER,39,MAINTENANCE,17912,1
FULL-TIME WORKER,39,SHOP,20203,1
FULL-TIME WORKER,39,VISITING,18989,1
FULL-TIME WORKER,39,WORK,144136,1
FULL-TIME WORKER,39,WORK-BASED,2793,1
FULL-TIME WORKER,40,DISCRETIONARY,28006,1
FULL-TIME WORKER,40,EATING OUT,10288,1
FULL-TIME WORKER,40,ESCORT,6912,1
FULL-TIME WORKER,40,HOME,1162715,1
FULL-TIME WORKER,40,MAINTENANCE,13549,1
FULL-TIME WORKER,40,SHOP,14236,1
FULL-TIME WORKER,40,VISITING,16203,1
FULL-TIME WORKER,40,WORK,121630,1
FULL-TIME WORKER,40,WORK-BASED,2635,1
FULL-TIME WORKER,41,DISCRETIONARY,19350,1
FULL-TIME WORKER,41,EATING OUT,7404,1
FULL-TIME WORKER,41,ESCORT,5986,1
FULL-TIME WORKER,41,HOME,1204779,1
FULL-TIME WORKER,41,MAINTENANCE,9793,1
FULL-TIME WORKER,41,SHOP,10170,1
FULL-TIME WORKER,41,VISITING,12799,1
FULL-TIME WORKER,41,WORK,103465,1
FULL-TIME WORKER,41,WORK-BASED,2428,1
FULL-TIME WORKER,42,DISCRETIONARY,9065,1
FULL-TIME WORKER,42,EATING OUT,4352,1
FULL-TIME WORKER,42,ESCORT,5084,1
FULL-TIME WORKER,42,HOME,1243494,1
FULL-TIME WORKER,42,MAINTENANCE,6908,1
FULL-TIME WORKER,42,SHOP,7235,1
FULL-TIME WORKER,42,VISITING,9414,1
FULL-TIME WORKER,42,WORK,88454,1
FULL-TIME WORKER,42,WORK-BASED,2168,1
FULL-TIME WORKER,43,DISCRETIONARY,6780,1
FULL-TIME WORKER,43,EATING OUT,2460,1
FULL-TIME WORKER,43,ESCORT,4329,1
FULL-TIME WORKER,43,HOME,1269398,1
FULL-TIME WORKER,43,MAINTENANCE,4654,1
FULL-TIME WORKER,43,SHOP,4854,1
FULL-TIME WORKER,43,VISITING,6781,1
FULL-TIME WORKER,43,WORK,75032,1
FULL-TIME WORKER,43,WORK-BASED,1886,1
FULL-TIME WORKER,44,DISCRETIONARY,4768,1
FULL-TIME WORKER,44,EATING OUT,1936,1
FULL-TIME WORKER,44,ESCORT,3562,1
FULL-TIME WORKER,44,HOME,1291568,1
FULL-TIME WORKER,44,MAINTENANCE,3100,1
FULL-TIME WORKER,44,SHOP,3289,1
FULL-TIME WORKER,44,VISITING,4087,1
FULL-TIME WORKER,44,WORK,62337,1
FULL-TIME WORKER,44,WORK-BASED,1527,1
FULL-TIME WORKER,45,DISCRETIONARY,3137,1
FULL-TIME WORKER,45,EATING OUT,1388,1
FULL-TIME WORKER,45,ESCORT,3089,1
FULL-TIME WORKER,45,HOME,1310942,1
FULL-TIME WORKER,45,MAINTENANCE,1950,1
FULL-TIME WORKER,45,SHOP,2079,1
FULL-TIME WORKER,45,VISITING,2551,1
FULL-TIME WORKER,45,WORK,49912,1
FULL-TIME WORKER,45,WORK-BASED,1126,1
FULL-TIME WORKER,46,DISCRETIONARY,1978,1
FULL-TIME WORKER,46,EATING OUT,948,1
FULL-TIME WORKER,46,ESCORT,2661,1
FULL-TIME WORKER,46,HOME,1329236,1
FULL-TIME WORKER,46,MAINTENANCE,1077,1
FULL-TIME WORKER,46,SHOP,1245,1
FULL-TIME WORKER,46,VISITING,984,1
FULL-TIME WORKER,46,WORK,37329,1
FULL-TIME WORKER,46,WORK-BASED,716,1
FULL-TIME WORKER,47,DISCRETIONARY,961,1
FULL-TIME WORKER,47,EATING OUT,575,1
FULL-TIME WORKER,47,ESCORT,1779,1
FULL-TIME WORKER,47,HOME,1348595,1
FULL-TIME WORKER,47,MAINTENANCE,468,1
FULL-TIME WORKER,47,SHOP,572,1
FULL-TIME WORKER,47,VISITING,542,1
FULL-TIME WORKER,47,WORK,22373,1
FULL-TIME WORKER,47,WORK-BASED,309,1
PART-TIME WORKER,8,DISCRETIONARY,381,2
PART-TIME WORKER,8,EATING OUT,86,2
PART-TIME WORKER,8,ESCORT,34,2
PART-TIME WORKER,8,HOME,284361,2
PART-TIME WORKER,8,MAINTENANCE,133,2
PART-TIME WORKER,8,SHOP,114,2
PART-TIME WORKER,8,VISITING,66,2
PART-TIME WORKER,8,WORK,4,2
PART-TIME WORKER,9,DISCRETIONARY,879,2
PART-TIME WORKER,9,EATING OUT,172,2
PART-TIME WORKER,9,ESCORT,163,2
PART-TIME WORKER,9,HOME,283179,2
PART-TIME WORKER,9,MAINTENANCE,355,2
PART-TIME WORKER,9,SHOP,259,2
PART-TIME WORKER,9,VISITING,149,2
PART-TIME WORKER,9,WORK,23,2
PART-TIME WORKER,10,DISCRETIONARY,1538,2
PART-TIME WORKER,10,EATING OUT,252,2
PART-TIME WORKER,10,ESCORT,571,2
PART-TIME WORKER,10,HOME,281277,2
PART-TIME WORKER,10,MAINTENANCE,687,2
PART-TIME WORKER,10,SHOP,409,2
PART-TIME WORKER,10,VISITING,216,2
PART-TIME WORKER,10,WORK,229,2
PART-TIME WORKER,11,DISCRETIONARY,2247,2
PART-TIME WORKER,11,EATING OUT,281,2
PART-TIME WORKER,11,ESCORT,1313,2
PART-TIME WORKER,11,HOME,278248,2
PART-TIME WORKER,11,MAINTENANCE,1174,2
PART-TIME WORKER,11,SHOP,593,2
PART-TIME WORKER,11,VISITING,286,2
PART-TIME WORKER,11,WORK,1031,2
PART-TIME WORKER,11,WORK-BASED,6,2
PART-TIME WORKER,12,DISCRETIONARY,2840,2
PART-TIME WORKER,12,EATING OUT,300,2
PART-TIME WORKER,12,ESCORT,1948,2
PART-TIME WORKER,12,HOME,272545,2
PART-TIME WORKER,12,MAINTENANCE,1801,2
PART-TIME WORKER,12,SHOP,770,2
PART-TIME WORKER,12,VISITING,360,2
PART-TIME WORKER,12,WORK,4608,2
PART-TIME WORKER,12,WORK-BASED,7,2
PART-TIME WORKER,13,DISCRETIONARY,3515,2
PART-TIME WORKER,13,EATING OUT,280,2
PART-TIME WORKER,13,ESCORT,5097,2
PART-TIME WORKER,13,HOME,256381,2
PART-TIME WORKER,13,MAINTENANCE,2530,2
PART-TIME WORKER,13,SHOP,934,2
PART-TIME WORKER,13,VISITING,387,2
PART-TIME WORKER,13,WORK,16018,2
PART-TIME WORKER,13,WORK-BASED,37,2
PART-TIME WORKER,14,DISCRETIONARY,4736,2
PART-TIME WORKER,14,EATING OUT,292,2
PART-TIME WORKER,14,ESCORT,13500,2
PART-TIME WORKER,14,HOME,218599,2
PART-TIME WORKER,14,MAINTENANCE,3761,2
PART-TIME WORKER,14,SHOP,1090,2
PART-TIME WORKER,14,VISITING,463,2
PART-TIME WORKER,14,WORK,42644,2
PART-TIME WORKER,14,WORK-BASED,94,2
PART-TIME WORKER,15,DISCRETIONARY,5807,2
PART-TIME WORKER,15,EATING OUT,323,2
PART-TIME WORKER,15,ESCORT,14393,2
PART-TIME WORKER,15,HOME,193707,2
PART-TIME WORKER,15,MAINTENANCE,4980,2
PART-TIME WORKER,15,SHOP,1366,2
PART-TIME WORKER,15,VISITING,653,2
PART-TIME WORKER,15,WORK,63761,2
PART-TIME WORKER,15,WORK-BASED,189,2
PART-TIME WORKER,16,DISCRETIONARY,6667,2
PART-TIME WORKER,16,EATING OUT,370,2
PART-TIME WORKER,16,ESCORT,9411,2
PART-TIME WORKER,16,HOME,179249,2
PART-TIME WORKER,16,MAINTENANCE,6275,2
PART-TIME WORKER,16,SHOP,1945,2
PART-TIME WORKER,16,VISITING,989,2
PART-TIME WORKER,16,WORK,79979,2
PART-TIME WORKER,16,WORK-BASED,294,2
PART-TIME WORKER,17,DISCRETIONARY,7457,2
PART-TIME WORKER,17,EATING OUT,422,2
PART-TIME WORKER,17,ESCORT,4523,2
PART-TIME WORKER,17,HOME,171024,2
PART-TIME WORKER,17,MAINTENANCE,7548,2
PART-TIME WORKER,17,SHOP,2855,2
PART-TIME WORKER,17,VISITING,1411,2
PART-TIME WORKER,17,WORK,89513,2
PART-TIME WORKER,17,WORK-BASED,426,2
PART-TIME WORKER,18,DISCRETIONARY,7972,2
PART-TIME WORKER,18,EATING OUT,496,2
PART-TIME WORKER,18,ESCORT,3473,2
PART-TIME WORKER,18,HOME,162603,2
PART-TIME WORKER,18,MAINTENANCE,8942,2
PART-TIME WORKER,18,SHOP,4207,2
PART-TIME WORKER,18,VISITING,1770,2
PART-TIME WORKER,18,WORK,95182,2
PART-TIME WORKER,18,WORK-BASED,534,2
PART-TIME WORKER,19,DISCRETIONARY,7665,2
PART-TIME WORKER,19,EATING OUT,572,2
PART-TIME WORKER,19,ESCORT,3248,2
PART-TIME WORKER,19,HOME,155382,2
PART-TIME WORKER,19,MAINTENANCE,9912,2
PART-TIME WORKER,19,SHOP,5867,2
PART-TIME WORKER,19,VISITING,2131,2
PART-TIME WORKER,19,WORK,99769,2
PART-TIME WORKER,19,WORK-BASED,633,2
PART-TIME WORKER,20,DISCRETIONARY,7411,2
PART-TIME WORKER,20,EATING OUT,637,2
PART-TIME WORKER,20,ESCORT,3268,2
PART-TIME WORKER,20,HOME,148842,2
PART-TIME WORKER,20,MAINTENANCE,10610,2
PART-TIME WORKER,20,SHOP,7384,2
PART-TIME WORKER,20,VISITING,2462,2
PART-TIME WORKER,20,WORK,103794,2
PART-TIME WORKER,20,WORK-BASED,771,2
PART-TIME WORKER,21,DISCRETIONARY,7189,2
PART-TIME WORKER,21,EATING OUT,1046,2
PART-TIME WORKER,21,ESCORT,3267,2
PART-TIME WORKER,21,HOME,144225,2
PART-TIME WORKER,21,MAINTENANCE,10845,2
PART-TIME WORKER,21,SHOP,8013,2
PART-TIME WORKER,21,VISITING,2656,2
PART-TIME WORKER,21,WORK,107013,2
PART-TIME WORKER,21,WORK-BASED,925,2
PART-TIME WORKER,22,DISCRETIONARY,6601,2
PART-TIME WORKER,22,EATING OUT,1536,2
PART-TIME WORKER,22,ESCORT,3263,2
PART-TIME WORKER,22,HOME,141766,2
PART-TIME WORKER,22,MAINTENANCE,10271,2
PART-TIME WORKER,22,SHOP,7652,2
PART-TIME WORKER,22,VISITING,2943,2
PART-TIME WORKER,22,WORK,109212,2
PART-TIME WORKER,22,WORK-BASED,1935,2
PART-TIME WORKER,23,DISCRETIONARY,6163,2
PART-TIME WORKER,23,EATING OUT,1725,2
PART-TIME WORKER,23,ESCORT,3343,2
PART-TIME WORKER,23,HOME,140877,2
PART-TIME WORKER,23,MAINTENANCE,9496,2
PART-TIME WORKER,23,SHOP,6989,2
PART-TIME WORKER,23,VISITING,3133,2
PART-TIME WORKER,23,WORK,110269,2
PART-TIME WORKER,23,WORK-BASED,3184,2
PART-TIME WORKER,24,DISCRETIONARY,5893,2
PART-TIME WORKER,24,EATING OUT,1636,2
PART-TIME WORKER,24,ESCORT,3456,2
PART-TIME WORKER,24,HOME,142260,2
PART-TIME WORKER,24,MAINTENANCE,8774,2
PART-TIME WORKER,24,SHOP,6601,2
PART-TIME WORKER,24,VISITING,2917,2
PART-TIME WORKER,24,WORK,110214,2
PART-TIME WORKER,24,WORK-BASED,3428,2
PART-TIME WORKER,25,DISCRETIONARY,5678,2
PART-TIME WORKER,25,EATING OUT,1401,2
PART-TIME WORKER,25,ESCORT,3554,2
PART-TIME WORKER,25,HOME,145545,2
PART-TIME WORKER,25,MAINTENANCE,8398,2
PART-TIME WORKER,25,SHOP,6354,2
PART-TIME WORKER,25,VISITING,2731,2
PART-TIME WORKER,25,WORK,109284,2
PART-TIME WORKER,25,WORK-BASED,2234,2
PART-TIME WORKER,26,DISCRETIONARY,5469,2
PART-TIME WORKER,26,EATING OUT,1128,2
PART-TIME WORKER,26,ESCORT,6525,2
PART-TIME WORKER,26,HOME,146920,2
PART-TIME WORKER,26,MAINTENANCE,8131,2
PART-TIME WORKER,26,SHOP,6317,2
PART-TIME WORKER,26,VISITING,2609,2
PART-TIME WORKER,26,WORK,106697,2
PART-TIME WORKER,26,WORK-BASED,1383,2
PART-TIME WORKER,27,DISCRETIONARY,5357,2
PART-TIME WORKER,27,EATING OUT,840,2
PART-TIME WORKER,27,ESCORT,11774,2
PART-TIME WORKER,27,HOME,147252,2
PART-TIME WORKER,27,MAINTENANCE,7815,2
PART-TIME WORKER,27,SHOP,5790,2
PART-TIME WORKER,27,VISITING,2445,2
PART-TIME WORKER,27,WORK,102891,2
PART-TIME WORKER,27,WORK-BASED,1015,2
PART-TIME WORKER,28,DISCRETIONARY,5491,2
PART-TIME WORKER,28,EATING OUT,674,2
PART-TIME WORKER,28,ESCORT,13493,2
PART-TIME WORKER,28,HOME,151664,2
PART-TIME WORKER,28,MAINTENANCE,7631,2
PART-TIME WORKER,28,SHOP,5714,2
PART-TIME WORKER,28,VISITING,2377,2
PART-TIME WORKER,28,WORK,97401,2
PART-TIME WORKER,28,WORK-BASED,734,2
PART-TIME WORKER,29,DISCRETIONARY,5755,2
PART-TIME WORKER,29,EATING OUT,607,2
PART-TIME WORKER,29,ESCORT,11752,2
PART-TIME WORKER,29,HOME,159562,2
PART-TIME WORKER,29,MAINTENANCE,7674,2
PART-TIME WORKER,29,SHOP,5663,2
PART-TIME WORKER,29,VISITING,2364,2
PART-TIME WORKER,29,WORK,91194,2
PART-TIME WORKER,29,WORK-BASED,608,2
PART-TIME WORKER,30,DISCRETIONARY,6936,2
PART-TIME WORKER,30,EATING OUT,743,2
PART-TIME WORKER,30,ESCORT,7026,2
